2,74154,1054.801,413.1876243,230.6605578,1.791323268,0.829675124,75125,307.2715496,0.763136771,0.987074875,0.837535802,0.743661067,0.005572021,0.001051218,0.553031783,0.990658701
4,62547,971.506,390.4499919,204.7949885,1.906540755,0.851404187,63159,282.2008395,0.76631953,0.99031017,0.832770579,0.72275796,0.006242506,0.001050776,0.522379068,0.995936983
5,39101,727.736,245.2697509,203.5388499,1.205026711,0.557975945,39601,223.1253895,0.753347591,0.987374056,0.927790689,0.909714258,0.006272723,0.002650061,0.827580031,0.997256044
6,40448,764.621,285.7263709,181.7786159,1.571837092,0.771525626,40980,226.9360992,0.696418733,0.987018058,0.869389665,0.794242752,0.007064042,0.001733988,0.630821549,0.991548709
3,29248,631.381,235.8564911,158.2645293,1.490267542,0.741438839,29614,192.9759317,0.713296264,0.987640981,0.921983228,0.818192159,0.008064021,0.002229219,0.669438409,0.997642332
4,53240,920.951,381.4576145,178.4907289,2.137128448,0.883772101,53846,260.359892,0.600848682,0.988745682,0.78881446,0.682539507,0.007164869,0.000959178,0.465860178,0.99560304
4,51872,911.459,373.7061097,178.2259255,2.096811161,0.8789496,52603,256.9931549,0.629690326,0.986103454,0.784636635,0.68768786,0.00720439,0.000993899,0.472914593,0.991612597
6,42547,781.126,292.3764813,185.8781112,1.572947343,0.771895697,43158,232.749915,0.71772942,0.985842717,0.87626733,0.796062371,0.006871847,0.001702322,0.633715299,0.996800796
4,35869,705.532,264.8164878,172.8495435,1.532063565,0.757604032,36265,213.7050052,0.70792216,0.989080381,0.905515107,0.806992823,0.007382879,0.001931453,0.651237417,0.997737119
4,52086,919.908,377.754574,176.7768065,2.136901223,0.883745756,53129,257.522727,0.706001952,0.980368537,0.773467516,0.681719679,0.007252516,0.000966255,0.464741721,0.993107152
3,28526,613.94,217.0002091,167.9380806,1.292144154,0.6332987,28824,190.5791994,0.746910348,0.989661393,0.951040216,0.878244312,0.007607103,0.002791646,0.771313072,0.996647677
5,33946,667.313,231.5425397,187.0289921,1.238003462,0.589522187,34246,207.8975459,0.791226721,0.991239853,0.957942188,0.897880563,0.006820908,0.002734615,0.806189505,0.998065399
6,50691,863.896,334.6120476,194.4775711,1.720568834,0.813758512,51356,254.0507543,0.718837744,0.987051172,0.853528047,0.759239711,0.006601015,0.001353026,0.576444939,0.991813196
0,78217,1171.758,400.5241402,249.4304055,1.605755078,0.782412939,80156,315.5772132,0.696376425,0.975809671,0.715871651,0.787910594,0.005120679,0.001217349,0.620803104,0.996857737
6,48239,830.258,315.7339546,195.3353003,1.616369156,0.785650525,48756,247.8301886,0.816364867,0.989396177,0.879391012,0.784933597,0.006545201,0.00153262,0.616120752,0.995878579
5,43027,775.195,244.1335887,224.7026617,1.086473951,0.390957741,43738,234.0591333,0.783477184,0.983744113,0.899764812,0.958733841,0.005673963,0.002957049,0.919170579,0.99865489
6,44807,803.602,297.8822325,191.875993,1.552472656,0.764912897,45309,238.8515109,0.75085044,0.988920524,0.871914125,0.801832016,0.006648118,0.001695165,0.642934582,0.998138358
6,39595,753.122,286.383526,176.449452,1.623034375,0.787644559,40027,224.5304429,0.804090004,0.989207285,0.877242255,0.784020108,0.00723282,0.001685762,0.614687529,0.99765899
6,44967,800.255,305.2004325,188.4505748,1.619525082,0.786598383,45460,239.2775848,0.804850546,0.989155301,0.882362385,0.784001461,0.006787209,0.001581752,0.61465829,0.995454518
1,199021,1747.665,705.4098964,364.7685377,1.933856195,0.855924066,202063,503.3899159,0.783763242,0.984945289,0.818827445,0.713613345,0.003544399,0.000566989,0.509244006,0.984804677
5,36340,683.845,235.8061234,196.7621482,1.198432349,0.551123927,36609,215.1035217,0.803271441,0.99265208,0.976516161,0.912204987,0.006488886,0.002771531,0.832117938,0.997237055
