0,53,4,1,1,0,3544,0,0,1,19,8,195,4,-1,0,1
0,27,0,2,2,0,3638,0,0,0,11,5,271,5,-1,0,1
1,34,10,1,2,0,294,1,0,0,9,2,265,1,184,3,3
0,40,0,1,2,0,-253,1,0,0,9,5,177,1,-1,0,1
1,55,4,0,3,0,2037,0,0,0,2,9,209,2,273,1,0
0,34,0,0,2,0,145,0,0,0,8,5,183,5,-1,0,1
0,39,1,1,2,0,11854,1,0,0,15,8,15,9,-1,0,1
0,30,1,1,2,0,90,1,0,0,12,8,232,1,-1,0,1
0,39,10,1,3,0,4373,1,0,0,13,1,78,6,-1,0,1
0,36,8,1,2,0,0,0,0,0,17,9,94,1,-1,0,1
0,45,10,0,2,0,245,1,0,0,30,5,76,3,-1,0,1
0,49,1,1,2,0,59,1,0,1,9,6,154,10,-1,0,1
0,40,0,1,2,0,457,0,0,1,12,5,9,1,-1,0,1
1,36,4,2,3,0,811,0,0,0,6,7,229,1,-1,0,1
0,44,8,1,2,0,850,0,1,0,16,5,220,5,-1,0,1
0,59,10,0,3,0,3331,1,0,0,24,5,43,3,-1,0,1
0,47,1,1,2,0,4840,0,0,1,16,6,53,1,-1,0,1
0,54,1,1,2,0,153,0,0,1,20,6,7,12,-1,0,1
0,32,7,1,3,0,1676,1,0,0,9,11,223,2,-1,0,1
0,45,10,0,2,0,167,0,0,0,30,5,97,11,-1,0,1
0,36,10,0,1,0,-127,1,0,0,5,8,320,1,-1,0,1
0,29,11,2,2,0,323,0,0,0,29,4,151,1,-1,0,1
0,37,4,1,3,0,142,0,0,1,20,6,553,2,-1,0,1
0,39,10,2,3,0,1522,1,0,0,28,1,15,8,-1,0,1
0,47,10,1,2,0,2246,1,0,0,10,5,330,1,-1,0,1
0,47,3,1,2,1,-1531,1,0,0,31,5,156,8,-1,0,1
0,27,1,1,0,0,-442,1,0,1,30,8,85,7,-1,0,1
0,40,8,1,2,0,438,1,0,2,14,8,276,1,-1,0,1
0,54,10,0,2,0,1114,1,0,0,30,4,81,1,-1,0,1
0,45,3,0,2,0,31,1,0,0,28,4,280,1,-1,0,1
0,47,4,1,2,1,0,0,1,0,22,1,644,9,-1,0,1
0,49,1,1,1,0,474,1,1,2,9,3,152,3,221,1,0
1,62,11,1,2,0,780,0,0,0,28,1,162,2,-1,0,1
0,30,9,2,2,0,7387,0,0,0,16,7,93,1,-1,0,1
0,34,1,1,0,0,-17,1,0,1,15,8,319,7,-1,0,1
0,45,1,1,1,0,1163,0,0,1,16,8,230,1,-1,0,1
0,29,2,1,2,0,422,1,0,0,15,8,69,3,361,2,0
0,49,4,2,2,0,61,1,0,0,29,4,185,2,246,1,0
0,59,0,0,2,0,975,1,0,1,15,8,263,4,-1,0,1
0,44,1,1,2,0,144,1,0,1,5,8,247,2,-1,0,1
0,26,4,2,3,0,1643,0,0,0,12,1,243,1,-1,0,1
0,36,4,1,3,0,222,1,0,0,6,8,317,1,169,2,0
1,36,10,2,2,0,4136,1,0,1,30,8,812,3,-1,0,1
0,41,1,1,1,0,-75,1,0,0,18,8,115,1,-1,0,1
1,40,10,0,2,0,0,0,0,0,7,1,674,2,-1,0,1
0,39,7,0,2,1,-103,0,1,1,5,6,210,3,-1,0,1
0,41,10,1,1,0,141,1,0,1,16,8,299,4,-1,0,1
0,35,1,1,2,0,911,1,0,0,14,8,136,2,175,7,0
