0,15772,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.4,0.2,1.0,4.4,2.4,2.8,3.6,3.4,3.2,0,4,3,0,3,2,2,3,0,1,1.2,0.6,10,11
1,9407,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.6,0.4,0.0,0.2,1.0,3.8,2.2,2.8,4.4,2.8,2.0,1,4,3,1,3,2,2,3,3,1,1.0,1.0,10,11
0,16515,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,1.0,2,2,3,0,3,1,0,0,0,0,0.0,1.0,8,10
0,23353,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,4.0,2.0,1.0,1,2,3,0,1,0,0,0,1,2,1.0,2.0,2,22
0,10008,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,4.0,2.0,2.0,4.0,1.0,2.0,3,2,3,1,1,0,0,0,5,1,1.0,0.0,19,22
1,11635,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8,5.0,4.0,4.0,5.0,4.0,4.0,4,2,3,1,0,0,0,1,7,1,1.0,0.0,10,11
1,19331,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,5.0,4.0,2.0,2,2,3,0,1,0,0,0,3,0,2.0,0.0,4,10
1,10221,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,5.0,5.0,4.0,3,2,3,1,1,0,0,0,1,0,1.0,0.0,1,20
0,23327,1.0,1.0,0.0,0.8,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1,3,0,0,0,0,1,0,7,0,2.0,1.0,4,12
1,16569,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,4,3,3,0,0,1,0,1,4,0,0.0,0.0,10,11
1,2641,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,4.0,2.0,4,2,3,1,3,2,2,3,1,1,0.0,0.0,10,11
0,7302,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,2,3,3,0,0,0,0,0,8,0,2.0,0.0,10,22
1,6027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,0,2,3,1,0,1,0,0,1,1,1.0,0.0,8,10
1,25458,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,2,2,3,1,3,1,0,0,8,0,0.0,2.0,6,22
0,15714,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1,2,3,1,1,0,0,0,6,0,2.0,1.0,1,9
1,4814,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,4,0,3,0,0,1,0,1,6,0,0.0,0.0,10,11
0,19535,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,5.0,4.0,1.0,5.0,1.0,1.0,0,3,3,0,1,0,0,1,9,2,1.0,2.0,10,11
0,17407,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,2.0,2.0,2,1,3,0,0,0,1,1,6,2,1.0,1.0,10,11
0,7757,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,2,3,3,1,1,0,1,0,6,0,1.0,1.0,21,18
0,9712,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,3,0,3,1,0,1,0,0,5,1,1.0,0.0,20,14
1,6545,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,2.0,2,2,3,0,0,1,0,0,6,0,0.0,0.0,19,5
0,5706,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,0,2,0,1,3,1,1,1,1,1,0.0,0.0,10,11
1,866,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,4.0,1.0,4,0,3,0,3,1,0,1,1,0,0.0,0.0,10,11
0,15130,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,0,4,0,0,3,2,2,3,1,0,1.0,1.0,10,11
0,17979,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,4.0,1.0,0,0,3,1,0,0,0,2,3,0,1.0,3.0,10,11
0,11291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.8,3.0,1.0,2.0,5.0,1.0,1.0,2,4,1,0,3,2,2,3,6,0,3.0,3.0,10,11
0,9822,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1,2,2,0,0,1,0,0,7,2,0.0,2.0,0,11
1,24316,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,1,2,3,1,1,0,0,2,1,0,1.0,2.0,10,11
1,18927,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4,3,3,0,0,0,0,1,9,0,1.0,0.0,10,11
1,19432,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,4.0,5.0,4.0,4.0,2.0,1.0,0,3,3,0,0,0,1,0,8,2,1.0,3.0,2,7
1,16349,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,4,2,3,0,0,1,0,1,0,2,0.0,0.0,10,11
1,21383,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4,0.0,1.0,0.0,0.8,1.0,4.0,1.0,5.0,4.0,5.0,3,2,3,0,1,0,0,0,5,1,2.0,0.0,14,22
0,4254,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4,0,0,1,0,0,0,1,4,1,1.0,0.0,10,11
0,10052,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,4.0,2.0,2.0,4.0,1.0,1.0,3,1,3,0,3,0,0,0,6,0,1.0,0.0,4,6
0,9538,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1,4,3,0,3,2,2,3,0,2,1.0,2.0,10,11
0,4932,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,4.0,2.0,2.0,4.0,4.0,1.0,0,2,3,0,0,0,1,0,3,1,0.0,0.0,4,12
0,9073,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,2,2,3,0,0,1,0,0,5,0,1.0,1.0,4,2
1,2240,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,1.0,5.0,5.0,4.0,3,3,3,0,3,0,0,0,2,0,3.0,0.0,4,2
1,24894,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.2,0.4,0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4,0,3,0,0,0,2,1,0,2,1.0,0.0,10,11
0,14913,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,0,3,2,1,1,1,0,1,2,0,0.0,0.0,10,11
0,8739,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,0,2,3,0,0,0,0,1,2,0,1.0,0.0,10,11
0,18385,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,4.0,5.0,2.0,4.0,4,1,3,0,2,1,1,1,3,1,2.0,0.0,10,11
0,7568,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,4.0,2.0,1.0,2.0,2.0,1.0,0,3,3,1,1,1,0,0,9,1,2.0,0.0,19,17
1,13876,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2,0.2,0.4,0.0,0.0,0.6,4.0,1.0,2.0,4.0,2.0,2.0,3,4,3,0,3,2,2,3,6,0,1.0,0.0,10,11
0,13838,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6,4.0,1.0,2.0,4.0,4.0,5.0,2,2,2,1,0,1,1,0,8,1,0.0,0.0,21,18
0,9693,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,2.0,2.0,2,0,3,0,2,1,1,2,3,0,0.0,0.0,10,11
0,5115,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,4.0,1.0,4.0,4.0,2.0,4.0,1,2,3,0,1,0,0,1,4,0,1.0,0.0,10,11
0,6508,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,2.0,5.0,2.0,2.0,4,3,3,1,0,1,0,1,8,0,0.0,0.0,10,11
0,12167,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1,0,3,0,3,0,2,0,4,0,1.0,1.0,19,11
1,8255,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,4,2,3,0,1,0,0,1,4,2,1.0,0.0,10,11
0,752,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,4.0,2.0,4,1,3,1,3,0,0,1,9,1,2.0,2.0,10,11
1,10091,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,4,3,3,0,0,0,0,1,3,0,1.0,0.0,10,11
0,423,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,4.0,5.0,1.0,0,3,3,0,1,1,0,1,3,0,2.0,1.0,10,11
0,9421,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,4.0,1.0,4.0,4.0,4.0,2.0,1,3,3,0,2,1,1,2,9,0,0.0,1.0,10,11
0,22378,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,0,3,1,1,1,1,0,1,7,1,2.0,0.0,10,11
0,14619,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,5.0,2.0,2.0,4.0,2.0,2.0,2,2,3,1,3,0,0,0,4,0,3.0,1.0,21,18
0,18811,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,1,3,3,0,1,0,0,0,9,2,1.0,1.0,8,10
0,1710,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,1.0,4,0,3,0,0,1,0,1,0,1,0.0,0.0,10,11
1,7451,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,1,2,3,0,0,0,0,0,6,2,1.0,2.0,4,6
1,4043,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,3,2,0,0,1,0,0,0,6,0,1.0,2.0,19,5
