72.8,148.0,2001.0,1.0,17.0,10.0,0.05,710.4952397,95.0,155.0,56.9,12.0,97.0,4.49,97.0,0.1,8643.4944,40783992.0,7.3,7.3,0.742,12.0
63.4,21.0,2012.0,1.0,3.0,2.0,0.01,12.83447357,95.0,7.0,36.2,3.0,96.0,6.27,95.0,4.4,729.231453,289315.0,7.3,7.0,0.687,12.5
61.8,122.0,2015.0,1.0,22.0,49.0,1.666,0.0,65.0,7693.0,19.3,87.0,65.0,3.7319999999999993,65.0,0.4,358.99731,19896965.0,9.6,9.4,0.351,5.4
72.4,96.0,2014.0,1.0,143.0,2.0,0.01,0.0,94.0,372.0,63.8,2.0,94.0,4.97,94.0,0.1,2429.3749728,17734987.6,5.7,5.5,0.73,13.4
78.7,59.0,2004.0,1.0,12.0,0.0,9.89,4508.806185,95.0,0.0,57.6,0.0,96.0,8.21,98.0,0.1,37636.11173,5228172.0,0.9,0.8,0.869,18.3
69.4,16.0,2006.0,1.0,184.0,0.0,6.48,387.3324928,98.0,0.0,44.4,0.0,98.0,4.4,98.0,0.6,4187.3783,29747.0,3.6,3.5,0.692,12.3
76.0,23.0,2007.0,1.0,1.0,0.0,0.85,2048.557422,97.0,0.0,33.2,0.0,95.0,2.32,99.0,0.1,32672.36717,599123.4,6.2,5.7,0.84,14.3
64.9,171.0,2006.0,1.0,186.0,2.0,0.04,28.12560496,58.0,90.0,13.9,3.0,62.0,0.65,63.0,0.1,441.53226,148621.0,11.9,11.9,0.511,11.0
74.9,93.0,2010.0,1.0,94.0,1.0,1.58,805.3956346,81.0,12.0,63.5,1.0,75.0,7.19,81.0,0.1,8763.826274,4337141.0,4.7,4.7,0.752,13.3
68.3,16.0,2000.0,1.0,196.0,0.0,4.79,219.0239836,76.0,0.0,4.8,0.0,91.0,3.98,91.0,0.3,3364.423711,247315.0,3.8,3.7,0.668,11.7
77.0,43.0,2008.0,0.0,16.0,0.0,13.25,0.0,99.0,2.0,62.6,0.0,99.0,6.82,99.0,0.1,528.4998831999999,2522089.8,1.9,2.0,0.7121999999999999,13.76
58.0,191.0,2010.0,1.0,363.0,30.0,2.47,184.3649102,83.0,15754.0,2.7,45.0,8.0,4.41,83.0,6.8,1463.213573,138533.0,6.7,6.5,0.533,11.8
83.0,15.0,2011.0,0.0,8.0,0.0,10.11,713.5297354,97.0,576.0,62.3,1.0,98.0,1.42,98.0,0.1,4772.77415,1147744.0,0.9,0.9,0.884,16.1
75.6,181.0,2007.0,1.0,87.0,1.0,1.69,3759.457226,92.0,0.0,55.1,1.0,94.0,2.57,92.0,0.1,42672.61323,19655410.8,5.1,4.9,0.826,12.9
